sentence	option1	option2
The pink shirt went with her shoes but not her pants , since the _ clashed .	shoes	pants
The company made a gum using a new type of tree sap and food coloring, but the _ came from endangered trees.	sap	coloring
The company made a gum using a new type of tree sap and food coloring, but the _ came from industrial waste.	sap	coloring
Dennis was an environmentalist and did not want Neil to use a water bottle, _ didn't use metal.	Dennis	Neil
Dennis was an environmentalist and did not want Neil to use a water bottle, _ insisted on metal.	Dennis	Neil
Sarah wanted to keep the squash in her garden and pick all the pumpkin so she worked until the _ patch was empty.	pumpkin	squash
Sarah wanted to keep the squash in her garden and pick all the pumpkin so she worked until the _ patch was full.	pumpkin	squash
The sample that Betty gave the company was clean unlike Kayla, because _ tried to hide something.	Betty	Kayla
The sample that Betty gave the company was dirty unlike Kayla, because _ tried to hide something.	Betty	Kayla
When Christine crashed the car into Felicia's garden,  _ was sued for damages that the insurance company refused to pay.	Christine	Felicia
When Christine crashed the car into Felicia's garden, _ sued for damages that the insurance company refused to pay.	Christine	Felicia
We took great care of the box and not the plate when moving as the _ was brittle.	box	plate
We took great care of the box and not the plate when moving as the _ was sturdy.	box	plate
In order to avoid bear attacks, Ben had loud pans and storage bins. Ben found the _ helpless when the bear came.	pans	bins
In order to avoid bear attacks, Ben had loud pans and storage bins. Ben found the _ helpful when the bear came.	pans	bins
No matter how hard she squeezed, the shampoo would not come out of the bottle because the _ was all gone.	shampoo	bottle
No matter how hard she squeezed, the shampoo would not come out of the bottle because the _ was empty.	shampoo	bottle
I went to pour more water from the watercooler into the bottle but the _ was empty.	watercooler	bottle
I went to pour more water from the watercooler into the bottle but the _ was full.	watercooler	bottle
Being health conscious, Natalie doesn't eat red meat, they gave the steak to Cynthia and _ was very full..	Natalie	Cynthia
On a double-pan balance, a pan containing a one pound package is lower than the other pan containing a 16 ounce bottle. The _ is lighter.	package	bottle
On a double-pan balance, a pan containing a one pound package is lower than the other pan containing a 16 ounce bottle. The _ is heavier.	package	bottle
Emily sold Monica a bottle of lotion that she promised would keep her smooth and hair free; _ likes selling goods .	Emily	Monica
Emily sold Monica a bottle of lotion that she promised would keep her smooth and hair free; _ likes buying goods .	Emily	Monica
The tea Matthew made was always more strong than the tea Ian made because _ took the teabag out of the cup.	Matthew	Ian
The tea Matthew made was always more strong than the tea Ian made because _ left the teabag in the cup.	Matthew	Ian
The ambulance that Matthew called for Joel finally arrived because he was in so much pain from kidney stones. _ accompanied him in the ambulance to the hospital.	Matthew	Joel
The child was screaming after the baby bottle and toy fell. Since the child was full, the _ stopped his crying.	baby bottle	toy
The child was screaming after the baby bottle and toy fell. Since the child was hungry, the _ stopped his crying.	baby bottle	toy
The company tried using a new cookie cutter and oven for snack production, but the _ had overheated.	cutter	oven
The company tried using a new cookie cutter and oven for snack production, but the _ had uneven portions.	cutter	oven
I wanted to organize my closet, so I pulled a bunch of stuff out of the closet and put it in a box, and now the _ is emptier.	closet	box
I wanted to organize my closet, so I pulled a bunch of stuff out of the closet and put it in a box, and now the _ is fuller.	closet	box
Hunter needed some solitude from Steven, because _ was tired of always having company at their house.	Hunter	Steven
At dinner, Tanya gave the rest of her spinach to Betty, because _ was full.	Tanya	Betty
Don hung the picture in the bathroom instead of the den, because the walls in the _ were all empty.	bathroom	den
Jean wanted pot roast for dinner and had carrots but didn't have any potatoes. She didn't have to make a trip to the grocery store for the _ .	carrots	potatoes
Jean wanted pot roast for dinner and had carrots but didn't have any potatoes. She did have to make a trip to the grocery store for the _ .	carrots	potatoes
In the morning, he urinates from his bladder to the toilet bowl until the _ is full.	bladder	toilet bowl
In the morning, he urinates from his bladder to the toilet bowl until the _ is empty.	bladder	toilet bowl
The case kept opening by itself because of the box kept in it because the _ is too small.	box	case
The case kept opening by itself because of the box kept in it because the _ is too large.	box	case
The bag of Lindsey was unable to be carried on the plane like Natalie's, since _ bag was tiny.	Lindsey	Natalie
The bag of Lindsey was unable to be carried on the plane like Natalie's, since _ bag was huge.	Lindsey	Natalie
The tree grew faster in the soil than the potted plant since the _ was dry of water.	tree	plant
The tree grew faster in the soil than the potted plant since the _ was saturated with water.	tree	plant
Sickness was running rampant through the school, so Felicia took rest while Patricia worked through the sickness which caused _ to stay sick for a shorter period of time.	Felicia	Patricia
Sickness was running rampant through the school, so Felicia took rest while Patricia worked through the sickness which caused _ to stay sick for a longer period of time.	Felicia	Patricia
The bacon fat made the potatoes delicious but was not good for the waffles, as the _ matched with the bacon flavor.	potatoes	waffles
The bacon fat made the potatoes delicious but was not good for the waffles, as the _ clashed with the bacon flavor.	potatoes	waffles
Matthew didn't want to clean up the kitten's dirty litter box for Justin so _ insisted on payment.	Matthew	Justin
Matthew didn't want to clean up the kitten's dirty litter box for Justin so _ gave some payment.	Matthew	Justin
Lawrence was happy about the internship at the company of Robert when _ received praise.	Lawrence	Robert
Lawrence was happy about the internship at the company of Robert when _ gave praise.	Lawrence	Robert
Rachel has more trouble doing daily chores than Elena, because _ successfully manages their clinical depression.	Rachel	Elena
He was more perplexed by the puzzle boxes than the math problems, because the _ were hard to solve.	puzzle boxes	math problems
He was more perplexed by the puzzle boxes than the math problems, because the _ were easy to solve.	puzzle boxes	math problems
Bob poured the entire bag of plain chip into the serving bowl for the party until the _ was full.	bag	bowl
